p_val	avg_log2FC	pct.1	pct.2	p_val_adj
EIF3E	0.363461666292008	0.534319118818358	0.412	0.509	1
RAD21	0.364061996333868	1.0223060377898	0.331	0.377	1
NDUFA2	0.365601004384836	0.751920975441474	0.346	0.432	1
RPA3	0.36632568908211	1.04252395654358	0.265	0.263	1
TIMM17A	0.366748672809228	0.541166803096624	0.221	0.268	1
SDCBP	0.366781720769956	0.66945213682101	0.449	0.496	1
TCEA1	0.367262646607355	0.634967908294659	0.463	0.503	1
IMMT	0.367691828147005	1.21522342956829	0.228	0.291	1
NDUFS5	0.367726410558881	0.489407931081235	0.478	0.538	1
RHOC	0.37182399342871	0.852290387601152	0.404	0.446	1
PCNP	0.372759780740914	0.409850246719176	0.309	0.381	1
HEG1	0.374923334274234	0.427708444792143	0.309	0.376	1
CLTA	0.376401408661696	0.917662240745164	0.419	0.462	1
GPX4	0.380040035028677	0.386818863244516	0.522	0.567	1
UACA	0.380180561931953	0.298805475988836	0.279	0.332	1
BOLA3	0.380649174560387	0.952614671828988	0.287	0.281	1
S100A13	0.38078839252642	0.406494512207166	0.36	0.445	1
H3F3B	0.381592333491835	0.800788244594111	0.397	0.456	1
LSM3	0.381782920305532	1.08068473685961	0.368	0.407	1
LRRC59	0.382576753551273	1.2739233775009	0.309	0.32	1
NDUFB1	0.383532234773489	0.361961731457362	0.338	0.415	1
NIT2	0.383699058563874	0.411181447339811	0.243	0.298	1
ADAM15	0.385731918369263	0.264627601640582	0.206	0.252	1
C14orf166	0.386651356962771	0.510351826781147	0.331	0.423	1
SLIRP	0.386702574445725	1.1985575335184	0.301	0.312	1
PPCS	0.38670379165469	0.687287207127909	0.213	0.254	1
TTC1	0.387121594626341	0.803673247027608	0.279	0.344	1
COA6	0.388517449567927	0.543383467015816	0.206	0.26	1
CTNNAL1	0.388650473581343	0.777405266264607	0.309	0.315	1
GNG12	0.394598273639173	0.994572140021568	0.36	0.396	1
ENY2	0.397396987970551	0.490753615180135	0.412	0.447	1
PSMB2	0.397923701050255	0.685707401634595	0.382	0.415	1
NDUFS2	0.39873928297011	0.493607469417624	0.243	0.298	1
USP22	0.399141531380153	0.704656014015775	0.25	0.311	1
NRBP1	0.403924154843861	0.674870348545818	0.213	0.258	1
AURKAIP1	0.404180759493268	0.510184598126706	0.338	0.432	1
WSB2	0.40513312047892	0.592009419430655	0.206	0.254	1
MRPL13	0.4058506222868	0.828568609796269	0.257	0.334	1
AP2M1	0.406018788253123	0.656583847551837	0.478	0.569	1
CDKN1A	0.407642831447838	0.755689025725461	0.228	0.286	1
DPY30	0.409503915243801	0.597667810974118	0.25	0.314	1
ILF2	0.409878686630808	1.28272048839433	0.265	0.282	1
GNAS	0.411603401571655	0.489117407578012	0.5	0.567	1
BAD	0.412969605141485	0.497803497547649	0.272	0.334	1
PUF60	0.416409263895448	0.56729913307242	0.206	0.253	1
ATP5A1	0.416503105837974	1.19524795617297	0.368	0.408	1
NCEH1	0.416809638941134	0.538503216954231	0.272	0.264	1
TXNRD1	0.416816301013583	0.448886099695063	0.5	0.588	1
PPP2CB	0.417473540343683	0.560427823327049	0.235	0.288	1
COX7B	0.419379737962103	0.482407385426506	0.493	0.525	1
COPS8	0.419469609486619	1.02669254319889	0.221	0.278	1
COMMD7	0.419624432426637	0.480165686864322	0.235	0.286	1
GSPT1	0.42015945781212	0.45327488832971	0.324	0.417	1
METTL23	0.421889251911211	0.371403645012909	0.213	0.257	1
RNF181	0.423160615261276	0.482339125646236	0.316	0.395	1
AGAP2-AS1	0.42413804781817	0.397340814194088	0.368	0.465	1
RDX	0.427832689291046	0.512597913907054	0.265	0.343	1
POP7	0.428059170377685	1.36394583246648	0.257	0.259	1
MAPRE1	0.432186087622484	1.09968474321922	0.287	0.293	1
NPC2	0.432478696727372	0.308308376831471	0.449	0.526	1
RABL6	0.433329951149935	1.45489416950332	0.294	0.306	1
ARHGAP18	0.435008701171852	0.556513068065149	0.257	0.312	1
UQCRC1	0.435645002308905	0.76114007830967	0.235	0.298	1
RBMX	0.43571042854443	0.439379857904628	0.243	0.293	1
RPL31	0.436101020420822	0.377357538623662	0.515	0.571	1
ATP5G2	0.436206980112011	0.274211406833015	0.426	0.517	1
PSMD7	0.436878038757219	0.925174647050997	0.338	0.364	1
ESD	0.437205656806618	0.958448345500108	0.279	0.35	1
GNB2	0.43778880330449	0.773427460218449	0.331	0.418	1
ZCRB1	0.439159929024026	0.982659783029513	0.316	0.401	1
PSMG2	0.439514804831192	0.596480970989198	0.221	0.273	1
MAP1A	0.441109271302441	0.522712486342359	0.471	0.54	1
GLRX3	0.441260037661493	0.519763330559025	0.235	0.3	1
NHP2	0.441302521460877	0.612385635912899	0.368	0.393	1
MAPK9	0.44151567020468	0.680230443170401	0.235	0.289	1
CCDC25	0.442744671046478	1.38088326739221	0.287	0.293	1
MRPS18B	0.443101213736454	0.707019723521645	0.221	0.267	1
PSMB6	0.443975286112214	0.931029613445347	0.39	0.432	1
GLA	0.445057901789763	0.371559305355937	0.257	0.31	1
SH3GL1	0.445250479984379	0.263026400575725	0.257	0.307	1
HNRNPR	0.447917139289953	0.699549482811484	0.294	0.381	1
PSMA3	0.453172608630572	1.14579563452422	0.301	0.323	1
PRDX5	0.453348365620754	0.490143045586746	0.5	0.535	1
ZC3H15	0.455421661459491	0.921320161781037	0.353	0.369	1
WDR1	0.456155174015525	0.314931995547391	0.353	0.444	1
COX19	0.45833116713568	0.739841481656522	0.294	0.37	1
POLR2H	0.460266421896712	0.379771898011465	0.36	0.445	1
WBSCR22	0.462092121647569	0.613971324728811	0.265	0.319	1
GPN3	0.46211261211348	1.00174007638031	0.353	0.401	1
PSMD14	0.46348874553449	0.399979867099542	0.338	0.426	1
CALM1	0.465170340125121	0.693879012938336	0.426	0.484	1
WBP5	0.465549613194065	0.327572532890559	0.404	0.476	1
UBE2K	0.465963688949719	0.592982172169263	0.324	0.414	1
PABPC1	0.466627331175281	0.477852799325176	0.603	0.665	1
TMEM14C	0.467440108615202	0.730173108260989	0.441	0.495	1
HNRNPA0	0.467762800191683	0.748361802758592	0.213	0.265	1
PDLIM1	0.468679844111252	0.431316025467377	0.228	0.276	1
PPP1CA	0.469584733936697	0.735302552799648	0.221	0.275	1
DHCR24	0.470189085556828	0.661555516838146	0.213	0.258	1
NONO	0.471025310629691	0.446289482520708	0.316	0.406	1
UBE2D3	0.47226475652384	0.503337005367004	0.368	0.453	1
EIF4G2	0.473360473408923	1.09594573356435	0.39	0.428	1
ATF4	0.47450641683208	0.638429467942607	0.331	0.406	1
HUWE1	0.474651101311521	0.580731865408389	0.39	0.488	1
RERE	0.476392141117857	0.559521602391671	0.221	0.26	1
TSPYL1	0.477233351512935	0.426194763727249	0.596	0.688	1
FDPS	0.478038659102901	1.10167808710458	0.228	0.288	1
RAB1B	0.47865997819953	0.894753963482445	0.309	0.322	1
DGCR6L	0.479324782134811	0.421586848499045	0.287	0.348	1
MRPS15	0.479468080404398	0.415911559730917	0.265	0.326	1
CDC37	0.480132170511973	0.687321366298677	0.272	0.343	1
MYOF	0.480351331322015	0.717333110646784	0.324	0.396	1
SYNM	0.483769854213873	0.564102576541744	0.353	0.427	1
NDUFV2	0.484523573998556	0.502682562219857	0.434	0.484	1
NSA2	0.486127375215455	1.08994763937143	0.382	0.403	1
SUPT6H	0.486348634330779	0.791871904830669	0.272	0.338	1
SLC25A1	0.487843918513938	0.992852070275867	0.309	0.384	1
SORBS3	0.487995805718493	0.644046850614445	0.206	0.254	1
UBE2L3	0.488231078697631	0.634939207629594	0.324	0.401	1
CFL2	0.489894655055623	0.96064471805351	0.213	0.262	1
RP11-1143G9.4	0.491241279553029	0.655152904069705	0.471	0.563	1
H3F3A	0.491583145557051	0.661149806275375	0.426	0.497	1
MAF1	0.494254625270924	0.888001494467811	0.257	0.32	1
MALSU1	0.494830207507864	1.01676409044038	0.228	0.283	1
NME1	0.494865218986861	0.799574522618733	0.353	0.399	1
HSPB11	0.496895374854673	0.984127053708541	0.301	0.325	1
C6orf1	0.497433349618563	0.657884129470645	0.294	0.356	1
CYLD	0.498394138880144	0.667833634980031	0.294	0.343	1
BAG2	0.499520499846635	0.476607202646057	0.25	0.295	1
TIMM13	0.501513762140581	0.60793739875706	0.412	0.465	1
GPX1	0.501767245258722	0.451546836811501	0.456	0.474	1
MRPS33	0.503340967310032	0.564743901123467	0.265	0.322	1
LAMTOR1	0.503832125613342	0.660530063542442	0.324	0.401	1
NDUFB4	0.505188414908638	0.422876582036673	0.39	0.471	1
CSNK1A1	0.507464671297415	0.383914618882375	0.463	0.58	1
RNF7	0.507581362152074	0.327930594498407	0.434	0.518	1
MYEOV	0.508105331349601	0.513034985440818	0.265	0.259	1
NDUFS7	0.508992428531034	0.854195298192625	0.235	0.29	1
HPCAL1	0.509415539434212	0.492374289310391	0.397	0.488	1
PHLDA2	0.509826196232206	0.379888963830231	0.265	0.317	1
ID3	0.509970407824728	1.20116056647588	0.213	0.257	1
TBCA	0.510484580431268	0.400622365038396	0.397	0.497	1
MRPL22	0.510988185685381	1.0722542468016	0.257	0.265	1
CAV2	0.513435027085961	0.732247828304879	0.301	0.37	1
PDLIM2	0.513486189403414	0.30036635950784	0.397	0.479	1
HSBP1	0.513557715130744	0.438748171905817	0.331	0.419	1
ADI1	0.516121270049398	0.876388907298821	0.272	0.274	1
USP7	0.516382866914013	0.44605727986475	0.221	0.256	1
COPRS	0.51899492322107	0.872940794160532	0.375	0.421	1
EMD	0.520446821219956	0.630934101090157	0.257	0.312	1
SRSF7	0.52102678034774	0.371872638673058	0.257	0.314	1
UCHL3	0.522792613012454	0.386905573055996	0.228	0.266	1
FOSL1	0.522894794737774	0.553973469609358	0.287	0.364	1
MRPL11	0.52344337974687	0.582871594538404	0.221	0.263	1
MRPL52	0.523760155472	0.698070554399049	0.287	0.352	1
SQSTM1	0.523763569003533	0.445009009050328	0.618	0.716	1
PSMD12	0.526545781145692	0.401369492283208	0.309	0.37	1
ZNF106	0.526666570324106	0.837516907270554	0.375	0.468	1
UXT	0.527211439899498	0.289589395464516	0.338	0.399	1
MMP24-AS1	0.527473009756811	0.801669484582644	0.426	0.458	1
DDX21	0.528992722168296	1.14281551263364	0.316	0.346	1
PPP2CA	0.529231101654688	1.32487350531024	0.257	0.258	1
ANXA6	0.529521746770907	0.360968791286818	0.368	0.445	1
SSBP1	0.530120455957645	0.401100987905382	0.36	0.454	1
ZCCHC17	0.530373540515422	0.648977566423758	0.228	0.272	1
CDV3	0.531964240306553	0.848487474371001	0.397	0.439	1
KPNA4	0.533868307627323	0.557881346620554	0.36	0.454	1
SBDS	0.534954542997146	0.800874191670144	0.301	0.388	1
MDH2	0.536195126903054	0.769009954352471	0.36	0.401	1
TCEB1	0.537752350960854	0.607838736663622	0.441	0.49	1
SLC25A39	0.541308558580687	0.648563060295113	0.213	0.255	1
UBE2N	0.545450519607237	1.09098453605278	0.25	0.253	1
PSMC4	0.54657883586068	1.12932983927139	0.279	0.297	1
SFRP1	0.546644394646954	0.474336446913992	0.221	0.254	1
RAB32	0.547112773013329	0.482034053858528	0.287	0.355	1
TSPO	0.547372514632999	0.466357761711232	0.449	0.488	1
IFT81	0.550151107826014	0.756590175103932	0.471	0.575	1
ATG3	0.553268800382823	1.04625359273653	0.25	0.242	1
CCNC	0.554831862786588	1.23786182940931	0.25	0.251	1
PSMD13	0.555155191309284	0.930071863139646	0.294	0.304	1
CUL3	0.555493244060967	0.64805522509687	0.221	0.258	1
COX6A1	0.556154306618968	0.584510877877257	0.324	0.395	1
MTPN	0.559295965952313	0.482115690256166	0.331	0.421	1
RAB34	0.562378211209075	0.892778426980631	0.279	0.35	1
MIR4435-1HG	0.562917830958717	0.426819972690617	0.25	0.295	1
EMP1	0.56393483902616	0.320661067898991	0.257	0.301	1
PRDX6	0.564073985468251	0.929711922950574	0.419	0.469	1
SNRNP25	0.564793040221977	0.563135784805081	0.213	0.255	1
KDELR2	0.565643973555438	0.309674749424011	0.412	0.531	1
TOP1	0.566553698916827	0.855605980338647	0.331	0.351	1
HSPH1	0.567940273621916	0.72962739486807	0.397	0.445	1
MRPL47	0.568165325183524	1.20780323991343	0.272	0.287	1
TCEB2	0.569418173998535	0.293857577026354	0.537	0.586	1
TXNL4A	0.570786091851414	0.485190507256409	0.36	0.448	1
XPO1	0.572160699742937	0.376319010611892	0.287	0.349	1
COTL1	0.572278363865671	0.870368475629141	0.331	0.355	1
PEA15	0.573531746333115	0.656438110460275	0.434	0.466	1
LSM7	0.573722693577687	0.482551250518014	0.294	0.362	1
SMCHD1	0.574450640872547	0.259519169169507	0.272	0.325	1
EIF4H	0.576046010918903	0.366419408172238	0.39	0.471	1
OCIAD1	0.576611823801342	0.737519515191125	0.294	0.355	1
GGCT	0.577826957463103	0.91051354204149	0.265	0.268	1
TXNDC9	0.577859681669091	0.890861828675911	0.213	0.256	1
ARPC2	0.580155726410016	0.4188728688375	0.5	0.596	1
PSMB7	0.580888611783997	0.939065291482658	0.36	0.408	1
SNRPE	0.583070867443889	0.888005226286385	0.331	0.361	1
RAB7A	0.585858311372762	1.13362193670833	0.331	0.417	1
MEA1	0.588109908102461	0.498200434838459	0.287	0.336	1
NRD1	0.588969721585003	0.743940531523396	0.331	0.398	1
AMD1	0.589987303419476	0.689970461659741	0.25	0.31	1
PAK2	0.590462226935695	0.897320380411366	0.257	0.312	1
ABRACL	0.591401828247754	0.364900428641778	0.228	0.268	1
DUSP3	0.591707710893289	0.497305302014278	0.265	0.32	1
TAF9	0.592242931462815	0.921716189679487	0.338	0.372	1
NDUFB3	0.597082997680988	0.984966319947865	0.346	0.382	1
COX20	0.598516323998891	0.704295109820144	0.316	0.341	1
AK1	0.599353873039483	0.762395844477932	0.228	0.269	1
KHDRBS1	0.601122011978433	0.272280341005838	0.316	0.386	1
PARK7	0.601313827704578	0.418437015381769	0.463	0.524	1
LAMTOR4	0.602863371505313	0.43829426673971	0.36	0.438	1
POLR2I	0.603010022443222	0.681322259083883	0.338	0.369	1
CAPZA2	0.603194397576347	0.505987301252642	0.338	0.403	1
RALA	0.60331660748353	0.668309631745039	0.265	0.316	1
OARD1	0.604293325507825	0.966606611564914	0.397	0.481	1
COMMD4	0.604400487946991	0.603779211808837	0.221	0.264	1
TRAPPC1	0.604784032303885	0.52709555535874	0.338	0.419	1
SH3KBP1	0.606721797074413	0.371535411992395	0.382	0.461	1
MRPS18C	0.606921657891317	1.07553970092411	0.265	0.312	1
PLEKHB2	0.608805193045764	0.861088825563724	0.287	0.355	1
SAP18	0.609196790663544	0.689354418597616	0.404	0.467	1
KCTD9	0.610988426670138	0.557936557201463	0.221	0.265	1
HNRNPA2B1	0.611721252220801	0.446353929471333	0.522	0.659	1
RAD23B	0.611767306526376	0.867807570468448	0.243	0.284	1
TMA7	0.612754395706796	0.468820671390144	0.434	0.488	1
HLTF	0.613094631257297	0.621978229501134	0.228	0.272	1
ENSA	0.613223342641333	0.829538818260948	0.228	0.269	1
ABCE1	0.613450736038364	0.69031057076595	0.426	0.545	1
MBD2	0.613872681576316	0.865615013719713	0.235	0.29	1
CARS2	0.614699036147308	0.729059289507104	0.257	0.301	1
FXYD5	0.615357860725688	0.746948963460168	0.346	0.402	1
IRAK1	0.615397691594643	0.644101579848026	0.441	0.504	1
MAP7D1	0.61573968202224	0.790614058969855	0.243	0.286	1
PCMT1	0.616010421673275	0.691791464498135	0.279	0.349	1
GNB1	0.61659422105259	0.603660753898565	0.382	0.468	1
YKT6	0.618917273011418	0.582940117772183	0.228	0.262	1
TMEM167A	0.620298177692842	0.25201332278051	0.294	0.338	1
ANAPC11	0.620767953980303	0.54963825444476	0.404	0.446	1
EIF3H	0.621509098089846	0.777146484967257	0.346	0.411	1
ZC3H13	0.621674379977946	0.992399128689832	0.265	0.318	1
MSN	0.622602872521981	0.913757245820737	0.412	0.485	1
SRI	0.623037391853057	0.81348569134579	0.412	0.469	1
BZW1	0.623056262677243	0.512404633160599	0.338	0.413	1
GNA11	0.624555635248682	1.45768893822462	0.265	0.265	1
POLR2E	0.624770827804429	0.608536437214865	0.287	0.341	1
RTF1	0.630423270973438	0.512339573941091	0.346	0.427	1
MYH9	0.630632589083891	0.541097201313409	0.507	0.599	1
VOPP1	0.631391637152255	0.863458444337103	0.228	0.265	1
C17orf89	0.631696798516501	0.990352251975374	0.309	0.39	1
APPL1	0.632107915407785	1.29863398168936	0.235	0.279	1
HDAC2	0.634075970940037	0.792090654282859	0.375	0.448	1
UBQLN1	0.63466242810478	0.713766656855058	0.243	0.284	1
PSMA4	0.637702076779898	1.01926604934751	0.382	0.467	1
HNRNPH3	0.638586770078387	0.50187428828009	0.235	0.277	1
H2AFY	0.638911281523944	0.352240609402148	0.331	0.402	1
PLS3	0.639476588604926	0.685410832675325	0.294	0.367	1
NAA20	0.639485562801091	1.06515162851272	0.287	0.309	1
RPS19BP1	0.639889244015514	0.524818361116692	0.353	0.422	1
IPO7	0.639979268515808	0.535650771241895	0.25	0.295	1
RAB11A	0.640468659086326	0.909029559257216	0.294	0.35	1
LINC00116	0.640488558949334	0.764749648748414	0.272	0.325	1
BRD7	0.641353408213898	0.64179049856788	0.25	0.283	1
PYURF	0.64148547213664	0.378628298634943	0.382	0.461	1
PTBP1	0.642321470024892	0.896143261051482	0.221	0.253	1
EIF3K	0.644125516344402	0.647005257383623	0.441	0.466	1
RPS10	0.644609361931597	0.485179595334128	0.449	0.506	1
MRPL23	0.646734213647471	0.924687578901484	0.243	0.293	1
NDUFB10	0.648449626967282	0.649825822852236	0.397	0.439	1
TOMM34	0.649474711894646	0.73780853941302	0.213	0.253	1
ARF3	0.652097107006328	0.48803497500851	0.294	0.347	1
DNAJB1	0.652114898514679	1.3806854886822	0.265	0.267	1
SF3B5	0.652228653368196	0.593016287764132	0.331	0.398	1
DYNLT1	0.652345941821283	0.318107584934589	0.441	0.522	1
SIVA1	0.652516694773072	0.616465126299352	0.228	0.269	1
TNFRSF12A	0.652854865126844	0.487036616690558	0.471	0.577	1
NDUFB9	0.656120348605697	0.6753851758886	0.412	0.451	1
FHL2	0.656516701552251	0.7811106315373	0.265	0.321	1
RNF10	0.65726886146192	0.937781312439295	0.316	0.343	1
GNG11	0.658643147828084	0.291852791049877	0.426	0.497	1
ETF1	0.666946073247732	0.441417475324716	0.265	0.302	1
HMGN3	0.667346512335133	0.86817974564085	0.221	0.251	1
RARS	0.667761243350814	1.04900532633905	0.279	0.337	1
DAP3	0.672151981676169	0.766528012439061	0.309	0.321	1
NENF	0.673300443357657	0.359865212075198	0.39	0.462	1
SNAPC1	0.674987705042581	1.16427302090059	0.243	0.255	1
ELAVL1	0.676361714663285	0.274632364123184	0.228	0.258	1
NDUFAB1	0.680054521403251	0.509884191468727	0.36	0.44	1
C16orf13	0.680421139594399	0.371611374446515	0.375	0.443	1
RBM3	0.680586427019053	0.557384671564642	0.441	0.498	1
THY1	0.684870277285076	0.324468712004412	0.404	0.502	1
RNF11	0.695494912936816	1.09523023245694	0.287	0.303	1
CAPZA1	0.698444673827749	0.831930983133119	0.346	0.402	1
ITGB1BP1	0.698603817292625	0.57844082901246	0.338	0.409	1
BASP1	0.700677166744801	0.589694870265644	0.404	0.514	1
MCTS1	0.701384347534034	0.6871434782747	0.287	0.337	1
SEPW1	0.702083868000031	0.251218301866154	0.625	0.701	1
MRPS21	0.704630101094186	0.632330939061108	0.338	0.415	1
SZRD1	0.706433535901717	0.800127910116167	0.272	0.284	1
STAU1	0.709135153870047	1.12595923594059	0.338	0.388	1
WWTR1	0.710559489456287	1.1963984623757	0.301	0.374	1
GTF3C6	0.710887843989425	1.10042546811582	0.257	0.312	1
G3BP1	0.712086236995874	0.673888969915186	0.382	0.5	1
SEPT10	0.716164393133973	1.12444251435005	0.235	0.275	1
ZNHIT1	0.717344526000904	0.33420154229569	0.426	0.503	1
CDC42	0.719893809628946	0.759011780608336	0.39	0.466	1
CAPNS1	0.722072942228551	0.701815150529142	0.36	0.41	1
MRPL12	0.722275661035002	0.586353526476411	0.265	0.285	1
DRAP1	0.722513092658592	0.382485245636023	0.397	0.497	1
EIF4EBP1	0.723883508759119	0.352157689749031	0.434	0.474	1
NELFE	0.724960806536943	0.343324994307189	0.235	0.26	1
MAP2K1	0.726214088255359	0.693260340635379	0.25	0.284	1
UBE2A	0.72654829538084	0.884791705631462	0.279	0.331	1
NSRP1	0.7275661510835	1.0191120718667	0.324	0.383	1
MZT2B	0.727695720014094	0.462970185404485	0.404	0.477	1
CUL2	0.729912831100313	0.55625917817318	0.404	0.503	1
ATXN10	0.731766561171248	0.807029216091024	0.272	0.306	1
LITAF	0.732322712698114	0.713639158472446	0.243	0.285	1
MAP1LC3B	0.732497045370763	0.353778788503349	0.382	0.446	1
DCTN6	0.732823370420849	1.17510738530751	0.235	0.253	1
PSMC3	0.733858208222094	1.20389507551319	0.279	0.303	1
HCFC1R1	0.735912419304877	0.268459785029883	0.434	0.473	1
PGAM1	0.737564402625153	0.526461277746069	0.404	0.467	1
TMEM230	0.737852076293616	0.825140238381861	0.382	0.427	1
PTPN11	0.739062365523088	1.74164604479893	0.346	0.422	1
PSMD3	0.739306114393406	0.827910195867918	0.301	0.326	1
DPYSL3	0.739443627892887	1.0483526009235	0.272	0.286	1
CEBPZ-AS1	0.74025148911999	0.892926594168684	0.331	0.361	1
VAMP3	0.741478815258023	0.612098783812501	0.257	0.292	1
EIF2AK4	0.742914222324128	0.764661115138507	0.338	0.416	1
RAB13	0.743117413931529	1.88199347233459	0.478	0.568	1
NUDCD2	0.743745362393324	0.481033289618083	0.294	0.353	1
AES	0.744458237093273	0.749441269831813	0.441	0.504	1
ECHS1	0.744554892344812	0.646341421277404	0.316	0.386	1
ETV5	0.745492496046387	1.20993534832536	0.265	0.295	1
PAPOLA	0.745953177737329	0.498082286716821	0.338	0.418	1
GPX3	0.748282792424231	0.451267027820982	0.471	0.558	1
KIF3B	0.748922294331022	0.856125722614211	0.272	0.279	1
EIF5B	0.74938276510115	1.00151964164857	0.426	0.53	1
ARF4	0.749414509463755	0.945000966916196	0.338	0.411	1
CBX1	0.74999243231026	1.12230675096349	0.272	0.31	1
NASP	0.751198089491016	0.773673919660335	0.243	0.255	1
CCDC88A	0.754520910453413	0.941751164050739	0.257	0.301	1
ATP5O	0.754763358428876	0.513576261971204	0.36	0.411	1
MRPL17	0.757795046112091	0.720469826832866	0.309	0.36	1
PRRC2A	0.759777950880262	1.05276175622698	0.221	0.25	1
PHB	0.760922044316089	0.80794658997963	0.331	0.365	1
CDA	0.762012889439613	0.602734262460638	0.265	0.279	1
SMC1A	0.763159084526394	0.799863742489	0.265	0.285	1
PTP4A1	0.763270917237017	0.588525392092623	0.235	0.274	1
SDHB	0.764355875983676	0.883972701743376	0.228	0.262	1
RAB3B	0.768256797941117	0.652453093384973	0.39	0.452	1
RNH1	0.769844796897844	0.605310476589367	0.279	0.323	1
MOB1A	0.770000314245312	0.87937832706691	0.265	0.31	1
SRPK1	0.772241840755973	0.436662097070575	0.257	0.297	1
TUBA4A	0.773252740601049	0.663706743477745	0.265	0.304	1
TXNDC17	0.774015955666183	0.543850337804479	0.324	0.366	1
MAP4	0.774564399792425	1.48104901446267	0.434	0.476	1
PTMS	0.775201470778897	0.550335045941692	0.39	0.443	1
EIF3A	0.779726893794104	0.753225124389269	0.441	0.548	1
MRPS34	0.780854178816681	0.43568161443883	0.353	0.416	1
PPDPF	0.780942510692969	0.718212196212141	0.338	0.389	1
NUDC	0.78148189137039	0.848684657914835	0.316	0.393	1
MRPS16	0.78364491268515	0.701935502395508	0.309	0.358	1
ARPC4	0.786094019672069	0.931134360207298	0.265	0.301	1
UBE2I	0.787336570249532	0.764711526906365	0.338	0.397	1
EMC6	0.787437422547088	0.954120341584053	0.294	0.346	1
PSMD8	0.78927919443622	0.326086253317522	0.463	0.569	1
ARPC5L	0.791609209226102	0.818325460260803	0.294	0.326	1
PDZD11	0.793059293451756	0.842126436596545	0.272	0.318	1
SETD7	0.793315410596352	0.594654305956766	0.412	0.492	1
SRSF9	0.793566302851879	0.453523083524259	0.419	0.509	1
MKKS	0.793642811726902	0.679242148423284	0.338	0.38	1
MINOS1	0.793998475666168	0.360858878060734	0.346	0.414	1
SYAP1	0.794765121811311	1.06370846566233	0.316	0.371	1
HPRT1	0.794867684888733	0.616784504043487	0.235	0.273	1
ATP1B1	0.796532854445045	0.413487140370728	0.301	0.355	1
NDUFA12	0.798576098974267	0.655856431125943	0.346	0.4	1
BNIP3	0.800894537743647	0.792944902803966	0.426	0.478	1
BDP1	0.801626814934481	0.734757800940975	0.287	0.303	1
MRPL55	0.802262983971296	0.723590815043806	0.235	0.273	1
CCAR1	0.802834848136907	0.624722267170498	0.265	0.297	1
COX7A2	0.803356915582763	0.341175445393857	0.463	0.522	1
DBI	0.803849275067219	0.318903865402806	0.434	0.51	1
MRPL14	0.805918876826995	0.62391881253069	0.309	0.359	1
TPR	0.807736535170006	0.666570446853829	0.39	0.453	1
MOK	0.809006661615239	0.441088857327828	0.25	0.283	1
C1QBP	0.810945406514746	0.810990078519295	0.338	0.407	1
COA3	0.810962364334746	0.845892303547472	0.301	0.325	1
CDKN2A	0.813534578536367	0.44541245482512	0.397	0.472	1
CCM2	0.814595025821698	0.925427893042557	0.221	0.256	1
HSPA8	0.815208119461232	0.588534605276009	0.412	0.537	1
SMTN	0.817274799164094	1.08022386620949	0.25	0.266	1
C19orf70	0.82034363080041	0.325673759907742	0.419	0.482	1
UBN1	0.821732248604321	0.583045740017643	0.235	0.266	1
CALCOCO2	0.823070104745451	0.586256291874733	0.257	0.295	1
MAP7D3	0.823444404517335	0.972745471267786	0.25	0.286	1
MRPL51	0.824786734300983	0.692036184983641	0.353	0.437	1
HNRNPC	0.826144756062365	0.674905125147558	0.404	0.469	1
BCKDK	0.826425160534236	1.06013368126689	0.25	0.284	1
UFD1L	0.828368543898805	0.765886077073858	0.375	0.454	1
IFI27L2	0.828633289963651	0.693988999035147	0.404	0.439	1
NDUFS1	0.828714042453256	1.16150188465094	0.257	0.286	1
LASP1	0.831030034419249	0.878628471196953	0.287	0.31	1
TM7SF3	0.831457607956627	0.474948810678874	0.404	0.483	1
NDUFV3	0.833889673607687	1.31472173686799	0.375	0.418	1
SEPT11	0.834600463593164	0.764182803635912	0.353	0.4	1
CMPK1	0.836028014862366	0.769809857745982	0.309	0.36	1
NAA15	0.83941731843403	0.540018755602636	0.353	0.42	1
ATP5F1	0.839590425834046	0.56737960410634	0.324	0.389	1
C4orf48	0.84120393306529	0.300257258051553	0.419	0.481	1
UBE2M	0.841585964832978	1.01557282154797	0.331	0.394	1
C19orf43	0.843564815629715	0.478733120057475	0.375	0.453	1
UAP1	0.844824192839374	0.883274367789975	0.265	0.31	1
HEBP1	0.846553740310613	0.732840053927097	0.272	0.304	1
LARS	0.846729105689479	0.380633353623568	0.397	0.457	1
LRRFIP2	0.847647094818837	1.09661192915079	0.228	0.268	1
RPL26L1	0.84778723892371	0.611895822169534	0.294	0.342	1
ANKRD1	0.847844825763197	0.821374440415549	0.243	0.251	1
IER3IP1.1	0.849610034214032	0.668378803787412	0.287	0.327	1
ILF3	0.851181752238656	0.936479179397335	0.243	0.26	1
C20orf24	0.851488538716386	0.52689896964712	0.301	0.351	1
ETFB	0.852384574418626	0.821609153952068	0.346	0.4	1
MANBAL	0.854851038590445	0.76629418825346	0.25	0.272	1
HIST1H4C	0.85582223025602	1.44160403968949	0.235	0.255	1
NT5DC1	0.85734937477411	0.336381722780358	0.463	0.563	1
NDUFB11	0.859118279490519	0.323990639336004	0.434	0.497	1
PPP1R18	0.860453813851094	0.626055504151625	0.257	0.264	1
GTF3A	0.861825079076357	0.69982125822185	0.338	0.37	1
